#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
585	ENST00000632280.1_2	chr19	+	68402	69178	68402	68402	1	68402,	69178,	0	ENSG00000282542	none	none	-1,
78	ENST00000308961.5_6	chr19	-	5894685	5903801	5894752	5903719	4	5894685,5896463,5896915,5903622,	5894865,5896586,5897008,5903801,	0	NDUFA11	cmpl	cmpl	1,1,1,0,
630	ENST00000590441.1_2	chr19	+	5899920	5901522	5899920	5899920	2	5899920,5901281,	5900020,5901522,	0	ENSG00000266941	none	none	-1,-1,
630	ENST00000588891.1_2	chr19	+	5904851	5914718	5904901	5914247	4	5904851,5914231,5914395,5914573,	5905092,5914320,5914500,5914718,	0	ENSG00000267314	cmpl	cmpl	0,2,-1,-1,
630	ENST00000339485.4_3	chr19	+	5904882	5910864	5904901	5909153	2	5904882,5908834,	5905092,5910864,	0	VMAC	cmpl	cmpl	0,2,
630	ENST00000591109.1_4	chr19	-	5911588	5913910	5911588	5911588	2	5911588,5913512,	5911779,5913910,	0	ENSG00000267571	none	none	-1,-1,
630	ENST00000452990.8_4	chr19	+	5912349	5915888	5914417	5915333	6	5912349,5913700,5914395,5914573,5914950,5915231,	5912452,5914320,5914500,5914751,5915076,5915888,	0	CAPS	cmpl	cmpl	-1,-1,0,2,0,0,
630	ENST00000588776.8_6	chr19	+	5914264	5916222	5914417	5915333	5	5914264,5914395,5914573,5914950,5915231,	5914320,5914500,5914751,5915157,5916222,	0	CAPS	cmpl	cmpl	-1,0,2,0,0,
630	ENST00000439268.6_5	chr19	-	5916149	5978119	5917620	5978093	17	5916149,5917804,5918506,5921211,5923204,5923822,5924837,5925644,5927978,5931429,5932462,5933424,5941631,5941809,5951403,5957928,5978071,	5917664,5917991,5918649,5921332,5923314,5923925,5924916,5925748,5928098,5931542,5932555,5933490,5941718,5941846,5951607,5957984,5978119,	0	RANBP3	cmpl	cmpl	1,0,1,0,1,0,2,0,0,1,1,1,1,0,0,1,0,
630	ENST00000340578.10_9	chr19	-	5916149	5978151	5917620	5978093	17	5916149,5917804,5918506,5921211,5923204,5923822,5924837,5925644,5927978,5931414,5932462,5933424,5941631,5941809,5951403,5957928,5978071,	5917664,5917991,5918649,5921332,5923314,5923925,5924916,5925748,5928098,5931542,5932555,5933490,5941718,5941846,5951607,5957984,5978151,	0	RANBP3	cmpl	cmpl	1,0,1,0,1,0,2,0,0,1,1,1,1,0,0,1,0,
630	ENST00000591092.5_5	chr19	-	5917333	5978104	5917620	5978093	16	5917333,5917804,5918506,5921211,5923204,5923822,5924837,5925644,5927978,5931429,5932462,5933424,5941631,5941809,5957928,5978071,	5917664,5917991,5918649,5921332,5923314,5923925,5924916,5925748,5928098,5931542,5932555,5933490,5941718,5941846,5957984,5978104,	0	RANBP3	cmpl	cmpl	1,0,1,0,1,0,2,0,0,1,1,1,1,0,1,0,
630	ENST00000034275.12_7	chr19	-	5917362	5978097	5917620	5978093	16	5917362,5917804,5918506,5921211,5923204,5923822,5924837,5925644,5927978,5931414,5932462,5933424,5941631,5941809,5957928,5978071,	5917664,5917991,5918649,5921332,5923314,5923925,5924916,5925748,5928098,5931542,5932555,5933490,5941718,5941846,5957984,5978097,	0	RANBP3	cmpl	cmpl	1,0,1,0,1,0,2,0,0,1,1,1,1,0,1,0,
630	ENST00000685063.2_2	chr19	+	5978353	6012774	5978353	5978353	2	5978353,6012130,	5978525,6012774,	0	RANBP3-DT	none	none	-1,-1,
630	ENST00000587836.1_2	chr19	+	5978413	6020374	5978413	5978413	4	5978413,6012130,6019846,6020060,	5978525,6012235,6019954,6020374,	0	RANBP3-DT	none	none	-1,-1,-1,-1,
78	ENST00000303657.10_10	chr19	-	5993174	6110511	5994845	6047507	18	5993174,5995611,5997070,6001825,6002731,6004211,6007022,6007700,6008116,6010146,6012996,6016100,6026173,6039990,6042054,6044203,6047417,6110403,	5994961,5995654,5997224,6002034,6002881,6004309,6007177,6007813,6008235,6010262,6013116,6016282,6026248,6040252,6042134,6044293,6047515,6110511,	0	RFX2	cmpl	cmpl	1,0,2,0,0,1,2,0,1,2,2,0,0,2,0,0,0,-1,
78	ENST00000359161.7_8	chr19	-	5993527	6049243	5994845	6047507	18	5993527,5995611,5997070,6001825,6002731,6004211,6007022,6007700,6008116,6010146,6012996,6016100,6026173,6039990,6042054,6044203,6047417,6049146,	5994961,5995654,5997224,6002034,6002881,6004309,6007177,6007813,6008235,6010262,6013116,6016282,6026248,6040252,6042134,6044293,6047515,6049243,	0	RFX2	cmpl	cmpl	1,0,2,0,0,1,2,0,1,2,2,0,0,2,0,0,0,-1,
78	ENST00000592546.5_9	chr19	-	5994512	6110543	5994845	6047507	17	5994512,5995611,5997070,6001825,6002731,6004211,6007022,6007700,6008116,6010146,6012996,6016100,6039990,6042054,6044203,6047417,6110403,	5994961,5995654,5997224,6002034,6002881,6004309,6007177,6007813,6008235,6010262,6013116,6016282,6040252,6042134,6044293,6047515,6110543,	0	RFX2	cmpl	cmpl	1,0,2,0,0,1,2,0,1,2,2,0,2,0,0,0,-1,
631	ENST00000692521.1_1	chr19	+	6062608	6077131	6062608	6062608	2	6062608,6077030,	6062779,6077131,	0	ENSG00000267262	none	none	-1,-1,
631	ENST00000587759.1_3	chr19	+	6067963	6077130	6067963	6067963	2	6067963,6077030,	6068430,6077130,	0	ENSG00000267262	none	none	-1,-1,
631	ENST00000588342.1_2	chr19	+	6109332	6125808	6109332	6109332	2	6109332,6125544,	6109393,6125808,	0	ENSG00000267299	none	none	-1,-1,
78	ENST00000588304.5_3	chr19	+	6135645	6193105	6147539	6190668	15	6135645,6141523,6147466,6151717,6156441,6161225,6165876,6177239,6182761,6183049,6185446,6187293,6187609,6190594,6192678,	6135920,6141621,6147686,6151806,6156562,6161306,6166026,6177407,6182943,6183283,6185664,6187433,6187856,6190703,6193105,	0	ACSBG2	cmpl	cmpl	-1,-1,0,0,2,0,0,0,0,2,2,1,0,1,-1,
78	ENST00000588485.6_6	chr19	+	6135677	6193102	6141554	6190668	15	6135677,6141523,6147456,6151717,6156441,6161225,6165876,6177239,6182761,6183049,6185446,6187293,6187609,6190594,6192678,	6135920,6141621,6147686,6151806,6156562,6161306,6166026,6177407,6182943,6183283,6185664,6187433,6187856,6190703,6193102,	0	ACSBG2	cmpl	cmpl	-1,0,1,0,2,0,0,0,0,2,2,1,0,1,-1,
78	ENST00000591403.5_6	chr19	+	6135679	6193105	6141554	6190668	15	6135679,6141523,6147456,6151717,6156441,6161225,6165876,6177239,6182761,6183049,6185446,6187293,6187609,6190594,6192678,	6135875,6141621,6147686,6151806,6156562,6161306,6166026,6177407,6182943,6183283,6185664,6187433,6187856,6190703,6193105,	0	ACSBG2	cmpl	cmpl	-1,0,1,0,2,0,0,0,0,2,2,1,0,1,-1,
78	ENST00000586696.5_6	chr19	+	6135684	6193105	6141554	6190668	15	6135684,6141523,6147456,6151717,6156441,6161225,6165876,6177239,6182761,6183049,6185446,6187293,6187609,6190594,6192678,	6135929,6141621,6147686,6151806,6156562,6161306,6166026,6177407,6182943,6183283,6185664,6187433,6187856,6190703,6193105,	0	ACSBG2	cmpl	cmpl	-1,0,1,0,2,0,0,0,0,2,2,1,0,1,-1,
78	ENST00000681525.1_2	chr19	+	6135686	6193057	6141554	6190668	15	6135686,6141523,6147456,6151717,6156441,6161225,6165876,6177239,6182761,6183049,6185446,6187293,6187693,6190594,6192678,	6135920,6141621,6147686,6151806,6156562,6161306,6166026,6177407,6182943,6183283,6185664,6187433,6187856,6190703,6193057,	0	ACSBG2	cmpl	cmpl	-1,0,1,0,2,0,0,0,0,2,2,1,0,1,-1,
632	ENST00000252674.9_7	chr19	-	6210391	6279986	6213052	6279795	12	6210391,6213347,6213736,6213949,6216415,6217964,6222131,6226987,6230580,6262238,6270589,6279783,	6213181,6213419,6213808,6214049,6216524,6218052,6222695,6227113,6230724,6262321,6270770,6279986,	0	MLLT1	cmpl	cmpl	0,0,0,2,1,0,0,0,0,1,0,0,
632	ENST00000588192.1_2	chr19	+	6259167	6259810	6259167	6259167	2	6259167,6259409,	6259289,6259810,	0	ENSG00000267563	none	none	-1,-1,
632	ENST00000623576.1_2	chr19	-	6263078	6263480	6263078	6263078	1	6263078,	6263480,	0	ENSG00000280394	none	none	-1,
633	ENST00000301452.5_6	chr19	-	6306152	6333623	6306724	6333562	6	6306152,6307163,6309707,6312159,6312395,6333469,	6306893,6307301,6309845,6312301,6312510,6333623,	0	ACER1	cmpl	cmpl	2,2,2,1,0,0,
633	ENST00000595644.1_4	chr19	-	6343771	6362160	6343771	6343771	4	6343771,6353366,6360173,6362125,	6343972,6353478,6360384,6362160,	0	ENSG00000269802	none	none	-1,-1,-1,-1,
633	ENST00000245816.11_9	chr19	+	6361541	6370253	6361585	6368721	6	6361541,6361879,6362456,6364462,6366268,6368548,	6361783,6361951,6362553,6364650,6366374,6370253,	0	CLPP	cmpl	cmpl	0,0,0,1,0,1,
633	ENST00000596149.5_2	chr19	+	6361814	6368765	6361942	6368721	5	6361814,6362456,6364462,6366268,6368548,	6361951,6362553,6364650,6366374,6368765,	0	CLPP	cmpl	cmpl	0,0,1,0,1,
633	ENST00000245812.8_3	chr19	+	6372804	6375261	6372831	6374984	4	6372804,6374213,6374475,6374821,	6373035,6374387,6374600,6375261,	0	ALKBH7	cmpl	cmpl	0,0,0,2,
633	ENST00000596657.1_1	chr19	+	6373481	6375038	6374523	6374984	4	6373481,6374213,6374475,6374821,	6373568,6374387,6374600,6375038,	0	ALKBH7	cmpl	cmpl	-1,-1,0,2,
633	ENST00000599849.1_1	chr19	+	6373714	6375042	6373729	6374984	4	6373714,6374213,6374475,6374821,	6373750,6374387,6374600,6375042,	0	ALKBH7	cmpl	cmpl	0,0,0,2,
633	ENST00000245810.2_6	chr19	-	6375158	6375944	6375304	6375860	2	6375158,6375712,	6375627,6375944,	0	PSPN	cmpl	cmpl	1,0,
633	ENST00000597721.1_3	chr19	-	6375158	6379069	6375365	6375860	1	6375158,	6379069,	0	PSPN	cmpl	cmpl	0,
633	ENST00000394456.10_6	chr19	-	6379582	6393175	6380291	6393006	13	6379582,6380583,6380914,6381132,6381369,6381564,6381707,6383321,6387399,6389454,6391912,6392867,6392994,	6380496,6380701,6381053,6381206,6381489,6381626,6381861,6383506,6387570,6389648,6391985,6392914,6393175,	0	GTF2F1	cmpl	cmpl	2,1,0,1,1,2,1,2,2,0,2,0,0,
633	ENST00000599584.1_4	chr19	-	6386772	6390411	6386772	6386772	2	6386772,6390311,	6387119,6390411,	0	ENSG00000269444	none	none	-1,-1,
79	ENST00000600480.2_6	chr19	-	6413112	6424822	6415034	6424712	19	6413112,6415390,6415544,6415818,6416308,6416500,6416748,6416997,6417749,6417991,6418493,6418712,6419213,6420083,6420432,6421288,6421660,6422350,6424463,	6415312,6415468,6415745,6415907,6416418,6416661,6416893,6417098,6417852,6418090,6418592,6418887,6419271,6420155,6420482,6421328,6421699,6422447,6424822,	0	KHSRP	cmpl	cmpl	1,1,1,2,0,1,0,1,0,0,0,2,1,1,2,1,1,0,0,
79	ENST00000398148.7_8	chr19	-	6413358	6424805	6414122	6424712	20	6413358,6415151,6415390,6415544,6415818,6416308,6416500,6416748,6416997,6417749,6417991,6418493,6418712,6419213,6420083,6420432,6421288,6421660,6422350,6424463,	6414131,6415312,6415468,6415745,6415907,6416418,6416661,6416893,6417098,6417852,6418090,6418592,6418887,6419271,6420155,6420482,6421328,6421699,6422447,6424805,	0	KHSRP	cmpl	cmpl	0,1,1,1,2,0,1,0,1,0,0,0,2,1,1,2,1,1,0,0,
633	ENST00000579148.1	chr19	-	6416420	6416522	6416420	6416420	1	6416420,	6416522,	0	MIR3940	none	none	-1,
634	ENST00000321510.7_6	chr19	-	6426047	6433774	6426399	6433704	7	6426047,6427113,6427344,6429734,6430019,6432059,6433497,	6426572,6427261,6427512,6429842,6430172,6432215,6433774,	0	SLC25A41	cmpl	cmpl	1,0,0,0,0,0,0,
634	ENST00000301454.9_6	chr19	-	6440074	6459803	6441985	6459639	10	6440074,6444161,6452322,6453991,6454333,6454569,6456430,6457513,6458208,6459483,	6442170,6444312,6452490,6454099,6454486,6454728,6456542,6457601,6458335,6459803,	0	SLC25A23	cmpl	cmpl	1,0,0,0,0,0,2,1,0,0,
634	ENST00000334510.9_4	chr19	-	6443572	6459746	6443572	6459639	10	6443572,6444161,6452322,6453991,6454333,6454569,6456430,6457513,6458208,6459483,	6443667,6444312,6452490,6454099,6454486,6454728,6456542,6457601,6458335,6459746,	0	SLC25A23	cmpl	cmpl	1,0,0,0,0,0,2,1,0,0,
634	ENST00000598494.5_5	chr19	+	6463787	6467232	6464712	6466683	4	6463787,6464618,6465555,6466476,	6464224,6464794,6465629,6467232,	0	CRB3	cmpl	cmpl	-1,0,1,0,
634	ENST00000600229.6_7	chr19	+	6464281	6467232	6464712	6466683	4	6464281,6464618,6465555,6466476,	6464361,6464794,6465629,6467232,	0	CRB3	cmpl	cmpl	-1,0,1,0,
634	ENST00000356762.7_8	chr19	+	6464293	6467232	6464712	6467033	5	6464293,6464618,6465555,6466476,6466961,	6464361,6464794,6465629,6466620,6467232,	0	CRB3	cmpl	cmpl	-1,0,1,0,0,
634	ENST00000308243.7_5	chr19	+	6464541	6466780	6464712	6466683	3	6464541,6465555,6466476,	6464794,6465629,6466780,	0	CRB3	cmpl	cmpl	0,1,0,
634	ENST00000381480.7_7	chr19	-	6467217	6481798	6467514	6481706	23	6467217,6468244,6468588,6468856,6469606,6470305,6471275,6471416,6472899,6475284,6475494,6475716,6475847,6476867,6477084,6477228,6477388,6478793,6478947,6479679,6479869,6479997,6481689,	6468129,6468452,6468656,6468964,6469651,6470377,6471316,6471507,6473004,6475410,6475596,6475762,6475948,6476978,6477138,6477294,6477469,6478863,6479067,6479729,6479913,6480062,6481798,	0	DENND1C	cmpl	cmpl	0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,2,0,1,2,0,
634	ENST00000543576.5_5	chr19	-	6467508	6481798	6467514	6479723	21	6467508,6468244,6468588,6468856,6469606,6470305,6471275,6471416,6472899,6475284,6475494,6475716,6475847,6476867,6477084,6477228,6477388,6478793,6478947,6479679,6481689,	6468129,6468452,6468656,6468964,6469651,6470377,6471316,6471507,6473004,6475410,6475596,6475762,6475948,6476978,6477138,6477294,6477469,6478863,6479067,6479729,6481798,	0	DENND1C	cmpl	cmpl	0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,2,0,-1,
634	ENST00000615487.1_2	chr19	+	6469475	6470163	6469475	6469475	1	6469475,	6470163,	0	ENSG00000275234	none	none	-1,
634	ENST00000264071.7_6	chr19	-	6494329	6502320	6495174	6502223	4	6494329,6501297,6501525,6502166,	6496232,6501408,6501634,6502320,	0	TUBB4A	cmpl	cmpl	1,1,0,0,
634	ENST00000599292.1_2	chr19	+	6494330	6494816	6494330	6494330	2	6494330,6494714,	6494524,6494816,	0	ENSG00000268203	none	none	-1,-1,
634	ENST00000596027.1_2	chr19	+	6494330	6495036	6494330	6494330	2	6494330,6494746,	6494560,6495036,	0	ENSG00000268191	none	none	-1,-1,
634	ENST00000601152.5_4	chr19	-	6495969	6502349	6496151	6502223	4	6495969,6501297,6501525,6502199,	6496232,6501408,6501591,6502349,	0	TUBB4A	cmpl	cmpl	0,0,0,0,
634	ENST00000598006.1_4	chr19	-	6496026	6502348	6496151	6502223	4	6496026,6501297,6501525,6502166,	6496232,6501408,6501591,6502348,	0	TUBB4A	cmpl	cmpl	0,0,0,0,
634	ENST00000596926.5_4	chr19	-	6496152	6502320	6496418	6502223	5	6496152,6496380,6501297,6501525,6502166,	6496232,6496474,6501408,6501634,6502320,	0	TUBB4A	cmpl	cmpl	-1,1,1,0,0,
634	ENST00000245817.5_3	chr19	+	6531036	6535935	6531047	6535077	3	6531036,6532796,6534610,	6531314,6532827,6535935,	0	TNFSF9	cmpl	cmpl	0,0,1,
635	ENST00000362353.1	chr19	-	6572966	6573068	6572966	6572966	1	6572966,	6573068,	0	Y_RNA	none	none	-1,
635	ENST00000423145.7_6	chr19	-	6583193	6591150	6583310	6591013	4	6583193,6586164,6590113,6590851,	6583489,6586416,6590147,6591150,	0	CD70	cmpl	cmpl	1,1,0,0,
635	ENST00000245903.4_7	chr19	-	6585849	6591161	6586030	6591013	3	6585849,6590113,6590851,	6586416,6590147,6591161,	0	CD70	cmpl	cmpl	1,0,0,
635	ENST00000245912.7_6	chr19	-	6661263	6670128	6664936	6670080	4	6661263,6667123,6667423,6669969,	6665361,6667165,6667460,6670128,	0	TNFSF14	cmpl	cmpl	1,1,0,0,
635	ENST00000675206.1_5	chr19	-	6661263	6670171	6664936	6670080	4	6661263,6667123,6667423,6669861,	6665361,6667165,6667460,6670171,	0	TNFSF14	cmpl	cmpl	1,1,0,0,
635	ENST00000599359.1_6	chr19	-	6664565	6670599	6664936	6670080	5	6664565,6667123,6667423,6669861,6670306,	6665361,6667165,6667460,6670169,6670599,	0	TNFSF14	cmpl	cmpl	1,1,0,0,-1,
79	ENST00000245907.11_7	chr19	-	6677714	6720661	6677892	6720600	41	6677714,6678162,6678382,6679135,6679417,6680168,6681951,6682152,6684398,6684570,6684785,6684998,6686134,6686756,6690639,6692934,6693422,6694441,6696389,6696603,6697354,6697662,6702137,6702481,6707086,6707476,6707810,6709694,6710649,6710997,6712267,6712518,6713199,6713417,6714002,6714176,6714362,6718104,6718257,6719221,6720526,	6678034,6678298,6678466,6679219,6679507,6680274,6682041,6682240,6684450,6684661,6684845,6685157,6686298,6686913,6690738,6693094,6693498,6694645,6696476,6696670,6697567,6697805,6702223,6702590,6707284,6707548,6707940,6709853,6710856,6711207,6712417,6712634,6713326,6713520,6714093,6714259,6714457,6718175,6718423,6719414,6720661,	0	C3	cmpl	cmpl	2,1,1,1,1,0,0,2,1,0,0,0,1,0,0,2,1,1,1,0,0,1,2,1,1,1,0,0,0,0,0,1,0,2,1,2,0,1,0,2,0,
79	ENST00000695653.1_2	chr19	-	6677856	6707394	6677892	6707240	25	6677856,6678162,6678382,6679135,6679417,6680168,6681951,6682152,6684398,6684570,6684785,6684998,6686134,6686756,6690639,6692934,6693422,6694441,6696389,6696603,6697354,6697662,6702137,6702481,6707086,	6678034,6678298,6678466,6679219,6679507,6680274,6682041,6682240,6684450,6684661,6684845,6685157,6686298,6686913,6690738,6693094,6693498,6694645,6696476,6696670,6697567,6697805,6702223,6702590,6707394,	0	C3	cmpl	cmpl	2,1,1,1,1,0,0,2,1,0,0,0,1,0,0,2,1,1,1,0,0,1,2,1,0,
636	ENST00000614781.1_2	chr19	-	6716396	6717753	6716396	6716396	1	6716396,	6717753,	0	ENSG00000276980	none	none	-1,
636	ENST00000695693.1_2	chr19	-	6716396	6720646	6716411	6720600	5	6716396,6718104,6718257,6719221,6720526,	6716540,6718175,6718423,6719414,6720646,	0	C3	cmpl	cmpl	0,1,0,2,0,
636	ENST00000264080.12_9	chr19	-	6729924	6737591	6730322	6737587	18	6729924,6730997,6731209,6731483,6731901,6732035,6732273,6732486,6732997,6733178,6733580,6733855,6734015,6734193,6735632,6735918,6736602,6737467,	6730395,6731122,6731293,6731533,6731945,6732166,6732391,6732560,6733073,6733312,6733685,6733924,6734065,6734318,6735715,6735969,6736722,6737591,	0	GPR108	cmpl	cmpl	2,0,0,1,2,0,2,0,2,0,0,0,1,2,0,0,0,0,
636	ENST00000430424.8_7	chr19	-	6730096	6737271	6730322	6733309	18	6730096,6730997,6731209,6731483,6731901,6732035,6732273,6732486,6732997,6733178,6733580,6733855,6734015,6734193,6735632,6735918,6736602,6737000,	6730395,6731122,6731293,6731533,6731945,6732166,6732391,6732560,6733073,6733312,6733685,6733924,6734065,6734318,6735715,6735969,6736722,6737271,	0	GPR108	cmpl	cmpl	2,0,0,1,2,0,2,0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,
636	ENST00000600428.5_1	chr19	+	6737935	6751511	6743104	6751222	14	6737935,6741020,6741235,6742977,6743204,6743504,6743718,6744564,6744810,6746462,6749944,6750302,6750522,6751073,	6738281,6741136,6741292,6743125,6743267,6743609,6743847,6744711,6745005,6746572,6750077,6750442,6750644,6751511,	0	TRIP10	cmpl	cmpl	-1,-1,-1,0,0,0,0,0,0,0,2,0,2,1,
636	ENST00000313285.12_5	chr19	+	6739690	6751537	6739772	6751222	14	6739690,6741020,6741235,6742977,6743204,6743504,6743718,6744564,6744810,6746462,6749944,6750302,6750522,6751073,	6739796,6741136,6741292,6743125,6743267,6743609,6743847,6744711,6745005,6746572,6750077,6750442,6750644,6751537,	0	TRIP10	cmpl	cmpl	0,0,2,2,0,0,0,0,0,0,2,0,2,1,
636	ENST00000313244.14_9	chr19	+	6739690	6751541	6739772	6751222	15	6739690,6741020,6741235,6742977,6743204,6743504,6743718,6744564,6744810,6746039,6746462,6749944,6750302,6750522,6751073,	6739796,6741136,6741292,6743125,6743267,6743609,6743847,6744711,6745005,6746207,6746572,6750077,6750442,6750644,6751541,	0	TRIP10	cmpl	cmpl	0,0,2,2,0,0,0,0,0,0,0,2,0,2,1,
636	ENST00000596758.5_1	chr19	+	6739772	6751475	6739772	6751337	14	6739772,6741020,6741235,6742977,6743204,6743504,6743718,6744564,6744810,6746462,6749944,6750302,6750522,6751044,	6739796,6741136,6741292,6743125,6743267,6743609,6743847,6744711,6745005,6746572,6750077,6750442,6750644,6751475,	0	TRIP10	cmpl	cmpl	0,0,2,2,0,0,0,0,0,0,2,0,2,1,
636	ENST00000594056.1_4	chr19	-	6748303	6751478	6748303	6748303	2	6748303,6751371,	6748882,6751478,	0	ENSG00000269680	none	none	-1,-1,
636	ENST00000245908.11_6	chr19	-	6752170	6767446	6752603	6763759	10	6752170,6753466,6754062,6754261,6754626,6754841,6759604,6760648,6763690,6767397,	6752764,6753652,6754174,6754436,6754742,6755326,6759681,6760998,6763827,6767446,	0	SH2D3A	cmpl	cmpl	1,1,0,2,0,1,2,0,0,-1,
636	ENST00000437152.7_4	chr19	-	6752175	6767446	6752603	6763743	8	6752175,6753466,6754062,6754626,6754841,6759604,6763690,6767397,	6752764,6753652,6754436,6754742,6755326,6759681,6763827,6767446,	0	SH2D3A	cmpl	cmpl	1,1,2,0,1,2,0,-1,
79	ENST00000602142.6_3	chr19	+	6772718	6857372	6772818	6857118	27	6772718,6820712,6821632,6821801,6822231,6822429,6825063,6825313,6826622,6828086,6828429,6828632,6828825,6829796,6832101,6833194,6833538,6833721,6833918,6836442,6836995,6843145,6848008,6850680,6852975,6853957,6857064,	6773022,6820829,6821691,6821870,6822340,6822525,6825132,6825417,6826722,6828182,6828498,6828719,6828911,6829929,6832211,6833296,6833636,6833744,6833964,6836579,6837061,6843177,6848125,6850768,6853090,6854109,6857372,	0	VAV1	cmpl	cmpl	0,0,0,2,2,0,0,0,2,0,0,0,0,2,0,2,2,1,0,1,0,0,2,2,0,1,0,
79	ENST00000304076.6_1	chr19	+	6772724	6857377	6772818	6857118	26	6772724,6820712,6821632,6821801,6822231,6822429,6825063,6825313,6826622,6828086,6828429,6828632,6828825,6829796,6832101,6833194,6833538,6833721,6833918,6836442,6843145,6848008,6850680,6852975,6853957,6857064,	6773022,6820829,6821691,6821870,6822340,6822525,6825132,6825417,6826722,6828182,6828498,6828719,6828911,6829929,6832211,6833296,6833636,6833744,6833964,6836579,6843177,6848125,6850768,6853090,6854109,6857377,	0	VAV1	cmpl	cmpl	0,0,0,2,2,0,0,0,2,0,0,0,0,2,0,2,2,1,0,1,0,2,2,0,1,0,
79	ENST00000596764.5_1	chr19	+	6772738	6857371	6772818	6857118	26	6772738,6820712,6821632,6821801,6822231,6825063,6825313,6826622,6828086,6828429,6828632,6828825,6829796,6832101,6833194,6833538,6833721,6833918,6836442,6836995,6843145,6848008,6850680,6852975,6853957,6857064,	6773022,6820829,6821691,6821870,6822340,6825132,6825417,6826722,6828182,6828498,6828719,6828911,6829929,6832211,6833296,6833636,6833744,6833964,6836579,6837061,6843177,6848125,6850768,6853090,6854109,6857371,	0	VAV1	cmpl	cmpl	0,0,0,2,2,0,0,2,0,0,0,0,2,0,2,2,1,0,1,0,0,2,2,0,1,0,
79	ENST00000599806.5_1	chr19	+	6784128	6857377	6784213	6857118	27	6784128,6820712,6821632,6821801,6822231,6822429,6825063,6825313,6826622,6828086,6828429,6828632,6828825,6829796,6832101,6833194,6833538,6833721,6833918,6836442,6836995,6843145,6848008,6850680,6852975,6853957,6857064,	6784252,6820829,6821691,6821870,6822340,6822525,6825132,6825417,6826722,6828182,6828498,6828719,6828911,6829929,6832211,6833296,6833636,6833744,6833964,6836579,6837061,6843177,6848125,6850768,6853090,6854109,6857377,	0	VAV1	cmpl	cmpl	0,0,0,2,2,0,0,0,2,0,0,0,0,2,0,2,2,1,0,1,0,0,2,2,0,1,0,
637	ENST00000539284.2_1	chr19	+	6816446	6857375	6816446	6857118	27	6816446,6820712,6821632,6821801,6822231,6822429,6825063,6825313,6826622,6828086,6828429,6828632,6828825,6829796,6832101,6833194,6833538,6833721,6833918,6836442,6836995,6843145,6848008,6850680,6852975,6853957,6857064,	6816482,6820829,6821691,6821870,6822340,6822525,6825132,6825417,6826722,6828182,6828498,6828719,6828911,6829929,6832211,6833296,6833636,6833744,6833964,6836579,6837061,6843177,6848125,6850768,6853090,6854109,6857375,	0	VAV1	cmpl	cmpl	0,0,0,2,2,0,0,0,2,0,0,0,0,2,0,2,2,1,0,1,0,0,2,2,0,1,0,
637	ENST00000250572.12_5	chr19	+	6887576	6940470	6887619	6940040	20	6887576,6890491,6896408,6897159,6897438,6901885,6903820,6904046,6906443,6908699,6913663,6916259,6919558,6921723,6926376,6928155,6934997,6937253,6937554,6940034,	6887650,6890554,6896552,6897315,6897558,6902032,6903961,6904193,6906532,6908783,6913841,6916379,6919758,6921894,6926612,6928222,6935089,6937422,6937659,6940470,	0	ADGRE1	cmpl	cmpl	0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,2,0,2,0,0,
